acc_count,acc_mean,acc_std,acc_min,acc_max,acc_med,acc_skew,acc_kurt,acc_jerk_max,acc_peak_count,acc_bandpower,acc_step_freq,acc_zcr,ppg_mean,ppg_std,ppg_rmssd,ppg_slope,spo2_mean,spo2_std,spo2_roc,label
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,rest
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,rest
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,67.83333333333333,1.7716909687891083,1.1832159566199232,1.0,0.0,0.0,0.0,rest
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,71.875,3.4798527267687636,1.5118578920369088,1.5119047619047619,0.0,0.0,0.0,rest
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,75.0,1.5811388300841898,1.4142135623730951,1.4,0.0,0.0,0.0,rest
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,rest
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,rest
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,rest
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,76.5,0.7071067811865476,0.5345224838248488,-0.2619047619047619,0.0,0.0,0.0,rest
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,75.5,0.9574271077563381,0.7745966692414834,-0.5428571428571428,0.0,0.0,0.0,rest
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,74.5,0.5,1.0,-1.0,0.0,0.0,0.0,rest
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,79.66666666666667,0.4714045207910317,0.7071067811865476,-0.5,0.0,0.0,0.0,rest
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,79.0,0.7559289460184544,0.5773502691896257,-0.3571428571428571,0.0,0.0,0.0,rest
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,77.85714285714286,0.832993127835043,0.5773502691896257,-0.39285714285714285,0.0,0.0,0.0,rest
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,rest
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,86.25,0.4330127018922193,0.5773502691896257,0.3,0.0,0.0,0.0,rest
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,86.42857142857143,0.4948716593053935,0.5773502691896257,0.10714285714285714,0.0,0.0,0.0,rest
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,85.0,1.9148542155126762,1.1832159566199232,-1.0857142857142856,0.0,0.0,0.0,rest
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,83.33333333333333,1.247219128924647,1.5811388300841898,-1.5,0.0,0.0,0.0,rest
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,83.33333333333333,0.4714045207910317,0.7071067811865476,0.5,0.0,0.0,0.0,rest
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,84.0,0.7559289460184544,0.5773502691896257,0.3571428571428571,0.0,0.0,0.0,rest
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,84.71428571428571,0.4517539514526256,0.408248290463863,0.17857142857142855,0.0,0.0,0.0,rest
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,rest
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,80.75,0.82915619758885,0.816496580927726,-0.7,0.0,0.0,0.0,rest
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,79.75,1.299038105676658,0.7559289460184544,-0.5476190476190477,0.0,0.0,0.0,rest
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,78.5,0.7637626158259734,0.6324555320336759,-0.37142857142857144,0.0,0.0,0.0,rest
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,rest
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,62.333333333333336,0.4714045207910317,0.7071067811865476,0.5,0.0,0.0,0.0,rest
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,64.42857142857143,2.194613070819602,1.1547005383792515,1.0714285714285714,0.0,0.0,0.0,rest
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,68.14285714285714,2.799416848895061,1.4142135623730951,1.3928571428571428,0.0,0.0,0.0,rest
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,71.0,0.816496580927726,1.0,1.0,0.0,0.0,0.0,rest
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,76.25,0.4330127018922193,0.5773502691896257,-0.3,0.0,0.0,0.0,rest
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,76.125,0.33071891388307384,0.3779644730092272,-0.08333333333333333,0.0,0.0,0.0,rest
11,5912.272727272727,1003.1598341702892,4353.0,7425.0,5889.0,-0.04090489937090896,-1.2825561010427087,656.1797240296372,0,0.0,0.11650918395412593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,walk
9,7396.555555555556,708.2609549078035,6145.0,8449.0,7425.0,-0.19950931717900836,-0.9992403746097809,525.0154078221168,0,0.0,0.11393563537806355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,walk
9,8705.0,660.9891577527325,7681.0,9729.0,8705.0,0.0,-1.2300000000000002,327.95392880344696,0,0.0,0.14234111493205165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,walk
