timestamp,sensor_uuid,value,label
1753036810.522478,0000fea1-0000-1000-8000-00805f9b34fb,22785.0,walk
1753036811.497919,0000fea1-0000-1000-8000-00805f9b34fb,23041.0,walk
1753036812.47398,0000fea1-0000-1000-8000-00805f9b34fb,23553.0,walk
1753036814.422188,0000fea1-0000-1000-8000-00805f9b34fb,24065.0,walk
1753036815.398774,0000fea1-0000-1000-8000-00805f9b34fb,24577.0,walk
1753036816.37342,0000fea1-0000-1000-8000-00805f9b34fb,25089.0,walk
1753036816.957359,0000fea1-0000-1000-8000-00805f9b34fb,25601.0,walk
1753036817.543396,0000fea1-0000-1000-8000-00805f9b34fb,26113.0,walk
1753036818.321905,0000fea1-0000-1000-8000-00805f9b34fb,26369.0,walk
1753036819.103049,0000fea1-0000-1000-8000-00805f9b34fb,26625.0,walk
1753036819.491281,0000fea1-0000-1000-8000-00805f9b34fb,26881.0,walk
1753036819.882627,0000fea1-0000-1000-8000-00805f9b34fb,27137.0,walk
1753036820.465969,0000fea1-0000-1000-8000-00805f9b34fb,27393.0,walk
1753036821.052466,0000fea1-0000-1000-8000-00805f9b34fb,27649.0,walk
1753036821.442072,0000fea1-0000-1000-8000-00805f9b34fb,27905.0,walk
1753036822.419089,0000fea1-0000-1000-8000-00805f9b34fb,28161.0,walk
1753036823.391892,0000fea1-0000-1000-8000-00805f9b34fb,28417.0,walk
1753036823.975478,0000fea1-0000-1000-8000-00805f9b34fb,28673.0,walk
1753036824.369977,0000fea1-0000-1000-8000-00805f9b34fb,28929.0,walk
1753036824.951999,0000fea1-0000-1000-8000-00805f9b34fb,29185.0,walk
1753036825.928519,0000fea1-0000-1000-8000-00805f9b34fb,29441.0,walk
1753036826.512015,0000fea1-0000-1000-8000-00805f9b34fb,29697.0,walk
1753036827.681927,0000fea1-0000-1000-8000-00805f9b34fb,29953.0,walk
1753036827.877969,0000fea1-0000-1000-8000-00805f9b34fb,30209.0,walk
1753036828.852212,0000fea1-0000-1000-8000-00805f9b34fb,30465.0,walk
1753036829.826882,0000fea1-0000-1000-8000-00805f9b34fb,30721.0,walk
1753036831.973528,0000fea1-0000-1000-8000-00805f9b34fb,31233.0,walk
1753036832.361696,0000fea1-0000-1000-8000-00805f9b34fb,31745.0,walk
1753036833.925091,0000fea1-0000-1000-8000-00805f9b34fb,32257.0,walk
1753036834.50999,0000fea1-0000-1000-8000-00805f9b34fb,32513.0,walk
1753036836.458008,0000fea1-0000-1000-8000-00805f9b34fb,32767.0,walk
1753036837.432565,0000fea1-0000-1000-8000-00805f9b34fb,32511.0,walk
1753036838.408166,0000fea1-0000-1000-8000-00805f9b34fb,31999.0,walk
1753036838.992983,0000fea1-0000-1000-8000-00805f9b34fb,31743.0,walk
1753036840.357412,0000fea1-0000-1000-8000-00805f9b34fb,31487.0,walk
1753036840.94281,0000fea1-0000-1000-8000-00805f9b34fb,31231.0,walk
1753036841.331968,0000fea1-0000-1000-8000-00805f9b34fb,30719.0,walk
1753036842.891859,0000fea1-0000-1000-8000-00805f9b34fb,30463.0,walk
1753036843.671987,0000fea1-0000-1000-8000-00805f9b34fb,30207.0,walk
1753036845.038061,0000fea1-0000-1000-8000-00805f9b34fb,29951.0,walk
1753036845.816827,0000fea1-0000-1000-8000-00805f9b34fb,29695.0,walk
1753036846.996835,0000fea1-0000-1000-8000-00805f9b34fb,29439.0,walk
1753036847.963294,0000fea1-0000-1000-8000-00805f9b34fb,29183.0,walk
1753036848.35389,0000fea1-0000-1000-8000-00805f9b34fb,28671.0,walk
1753036849.326472,0000fea1-0000-1000-8000-00805f9b34fb,28415.0,walk
1753036849.911906,0000fea1-0000-1000-8000-00805f9b34fb,28159.0,walk
1753036861.807397,0000fea1-0000-1000-8000-00805f9b34fb,23807.0,walk
1753036863.172515,0000fea1-0000-1000-8000-00805f9b34fb,23295.0,walk
1753036864.147851,0000fea1-0000-1000-8000-00805f9b34fb,23039.0,walk
1753036864.348536,0000fea1-0000-1000-8000-00805f9b34fb,22783.0,walk
1753036864.928918,0000fea1-0000-1000-8000-00805f9b34fb,22527.0,walk
1753036865.903632,0000fea1-0000-1000-8000-00805f9b34fb,22015.0,walk
1753036866.876811,0000fea1-0000-1000-8000-00805f9b34fb,21503.0,walk
1753036867.464211,0000fea1-0000-1000-8000-00805f9b34fb,21247.0,walk
1753036867.851928,0000fea1-0000-1000-8000-00805f9b34fb,20735.0,walk
1753036868.43783,0000fea1-0000-1000-8000-00805f9b34fb,20479.0,walk
1753036869.998542,0000fea1-0000-1000-8000-00805f9b34fb,20223.0,walk
1753036870.388996,0000fea1-0000-1000-8000-00805f9b34fb,19967.0,walk
1753036870.972186,0000fea1-0000-1000-8000-00805f9b34fb,19711.0,walk
1753036871.558963,0000fea1-0000-1000-8000-00805f9b34fb,19455.0,walk
1753036871.954546,00002a37-0000-1000-8000-00805f9b34fb,76.0,walk
1753036871.955535,0000fea1-0000-1000-8000-00805f9b34fb,19199.0,walk
1753036872.534888,0000fea1-0000-1000-8000-00805f9b34fb,18943.0,walk
1753036872.921991,00002a37-0000-1000-8000-00805f9b34fb,76.0,walk
1753036872.923993,0000fea1-0000-1000-8000-00805f9b34fb,18687.0,walk
1753036873.896539,00002a37-0000-1000-8000-00805f9b34fb,76.0,walk
1753036873.898537,0000fea1-0000-1000-8000-00805f9b34fb,18431.0,walk
1753036874.484037,0000fea1-0000-1000-8000-00805f9b34fb,18175.0,walk
1753036874.87199,00002a37-0000-1000-8000-00805f9b34fb,76.0,walk
1753036875.459769,0000fea1-0000-1000-8000-00805f9b34fb,17663.0,walk
1753036875.84745,00002a37-0000-1000-8000-00805f9b34fb,76.0,walk
1753036875.849466,0000fea1-0000-1000-8000-00805f9b34fb,17407.0,walk
1753036876.82242,00002a37-0000-1000-8000-00805f9b34fb,76.0,walk
1753036877.016684,0000fea1-0000-1000-8000-00805f9b34fb,17151.0,walk
1753036877.797233,00002a37-0000-1000-8000-00805f9b34fb,77.0,walk
1753036877.994558,0000fea1-0000-1000-8000-00805f9b34fb,16639.0,walk
1753036878.382176,0000fea1-0000-1000-8000-00805f9b34fb,16383.0,walk
1753036878.772229,00002a37-0000-1000-8000-00805f9b34fb,77.0,walk
1753036879.357704,0000fea1-0000-1000-8000-00805f9b34fb,16127.0,walk
1753036879.94141,00002a37-0000-1000-8000-00805f9b34fb,78.0,walk
1753036880.91758,00002a37-0000-1000-8000-00805f9b34fb,80.0,walk
1753036880.918577,0000fea1-0000-1000-8000-00805f9b34fb,15871.0,walk
1753036881.308983,0000fea1-0000-1000-8000-00805f9b34fb,15615.0,walk
1753036882.478171,0000fea1-0000-1000-8000-00805f9b34fb,15103.0,walk
1753036883.452062,0000fea1-0000-1000-8000-00805f9b34fb,14847.0,walk
1753036884.816912,0000fea1-0000-1000-8000-00805f9b34fb,14335.0,walk
1753036885.403423,0000fea1-0000-1000-8000-00805f9b34fb,13823.0,walk
1753036886.377627,0000fea1-0000-1000-8000-00805f9b34fb,13311.0,walk
1753036886.961522,0000fea1-0000-1000-8000-00805f9b34fb,13055.0,walk
1753036887.351247,0000fea1-0000-1000-8000-00805f9b34fb,12799.0,walk
1753036888.912451,0000fea1-0000-1000-8000-00805f9b34fb,12543.0,walk
1753036889.301651,0000fea1-0000-1000-8000-00805f9b34fb,12031.0,walk
1753036890.861805,0000fea1-0000-1000-8000-00805f9b34fb,11519.0,walk
1753036891.446721,0000fea1-0000-1000-8000-00805f9b34fb,11007.0,walk
1753036892.422561,0000fea1-0000-1000-8000-00805f9b34fb,10495.0,walk
1753036893.984095,0000fea1-0000-1000-8000-00805f9b34fb,10239.0,walk
1753036894.372405,0000fea1-0000-1000-8000-00805f9b34fb,9983.0,walk
1753036895.348667,0000fea1-0000-1000-8000-00805f9b34fb,9727.0,walk
1753036895.931612,0000fea1-0000-1000-8000-00805f9b34fb,9471.0,walk
1753036896.321822,0000fea1-0000-1000-8000-00805f9b34fb,9215.0,walk
1753036896.906388,0000fea1-0000-1000-8000-00805f9b34fb,8959.0,walk
1753036897.883653,0000fea1-0000-1000-8000-00805f9b34fb,8703.0,walk
1753036898.469232,0000fea1-0000-1000-8000-00805f9b34fb,8447.0,walk
1753036899.44264,0000fea1-0000-1000-8000-00805f9b34fb,8191.0,walk
1753036899.83451,0000fea1-0000-1000-8000-00805f9b34fb,7935.0,walk
1753036900.416812,0000fea1-0000-1000-8000-00805f9b34fb,7679.0,walk
1753036900.808506,0000fea1-0000-1000-8000-00805f9b34fb,7423.0,walk
1753036901.979192,0000fea1-0000-1000-8000-00805f9b34fb,7167.0,walk
1753036902.367998,0000fea1-0000-1000-8000-00805f9b34fb,6911.0,walk
1753036903.34156,0000fea1-0000-1000-8000-00805f9b34fb,6655.0,walk
1753036903.927359,0000fea1-0000-1000-8000-00805f9b34fb,6399.0,walk
1753036905.097532,0000fea1-0000-1000-8000-00805f9b34fb,6143.0,walk
1753036905.292203,0000fea1-0000-1000-8000-00805f9b34fb,5887.0,walk
1753036905.878013,0000fea1-0000-1000-8000-00805f9b34fb,5631.0,walk
1753036906.854069,0000fea1-0000-1000-8000-00805f9b34fb,5375.0,walk
1753036907.439538,0000fea1-0000-1000-8000-00805f9b34fb,4863.0,walk
1753036908.413065,0000fea1-0000-1000-8000-00805f9b34fb,4607.0,walk
1753036908.805419,0000fea1-0000-1000-8000-00805f9b34fb,4351.0,walk
1753036909.387578,0000fea1-0000-1000-8000-00805f9b34fb,4095.0,walk
1753036909.971564,0000fea1-0000-1000-8000-00805f9b34fb,3839.0,walk
1753036910.948581,0000fea1-0000-1000-8000-00805f9b34fb,3583.0,walk
1753036911.921931,0000fea1-0000-1000-8000-00805f9b34fb,3327.0,walk
1753036912.314004,0000fea1-0000-1000-8000-00805f9b34fb,3071.0,walk
1753036913.481846,0000fea1-0000-1000-8000-00805f9b34fb,2559.0,walk
1753036913.872715,0000fea1-0000-1000-8000-00805f9b34fb,2303.0,walk
1753036914.458769,0000fea1-0000-1000-8000-00805f9b34fb,2047.0,walk
1753036914.849566,0000fea1-0000-1000-8000-00805f9b34fb,1791.0,walk
1753036915.431539,0000fea1-0000-1000-8000-00805f9b34fb,1535.0,walk
1753036916.408621,0000fea1-0000-1000-8000-00805f9b34fb,1279.0,walk
1753036916.797918,0000fea1-0000-1000-8000-00805f9b34fb,1023.0,walk
1753036917.38379,0000fea1-0000-1000-8000-00805f9b34fb,767.0,walk
1753036917.967157,0000fea1-0000-1000-8000-00805f9b34fb,511.0,walk
1753036918.359682,0000fea1-0000-1000-8000-00805f9b34fb,255.0,walk
1753036919.33251,0000fea1-0000-1000-8000-00805f9b34fb,1.4142135623730951,walk
1753036920.307158,0000fea1-0000-1000-8000-00805f9b34fb,257.00194551792794,walk
1753036920.891792,0000fea1-0000-1000-8000-00805f9b34fb,513.0009746579435,walk
1753036921.866967,0000fea1-0000-1000-8000-00805f9b34fb,769.0006501947837,walk
1753036922.454844,0000fea1-0000-1000-8000-00805f9b34fb,1025.0004878047619,walk
1753036922.844656,0000fea1-0000-1000-8000-00805f9b34fb,1281.000390320003,walk
1753036923.818416,0000fea1-0000-1000-8000-00805f9b34fb,1537.0003253090092,walk
1753036924.987134,0000fea1-0000-1000-8000-00805f9b34fb,2049.0002440214594,walk
1753036925.37743,0000fea1-0000-1000-8000-00805f9b34fb,2305.0002169197296,walk
1753036925.964149,0000fea1-0000-1000-8000-00805f9b34fb,2817.0001774937823,walk
1753036926.354314,0000fea1-0000-1000-8000-00805f9b34fb,3073.0001627074475,walk
1753036926.936536,0000fea1-0000-1000-8000-00805f9b34fb,3329.0001501952506,walk
1753036927.915321,0000fea1-0000-1000-8000-00805f9b34fb,3585.000139470011,walk
1753036928.887534,0000fea1-0000-1000-8000-00805f9b34fb,4097.000122040516,walk
1753036929.666093,0000fea1-0000-1000-8000-00805f9b34fb,4609.000108483401,walk
1753036930.447708,0000fea1-0000-1000-8000-00805f9b34fb,5121.000097637179,walk
1753036932.399122,0000fea1-0000-1000-8000-00805f9b34fb,5377.000092988655,walk
1753036933.371977,0000fea1-0000-1000-8000-00805f9b34fb,5889.000084904058,walk
1753036953.848078,0000fea1-0000-1000-8000-00805f9b34fb,10241.000048823356,walk
1753036954.433095,0000fea1-0000-1000-8000-00805f9b34fb,10497.000047632657,walk
1753036954.821964,0000fea1-0000-1000-8000-00805f9b34fb,10753.000046498651,walk
1753036955.798368,0000fea1-0000-1000-8000-00805f9b34fb,11009.000045417386,walk
1753036956.383823,0000fea1-0000-1000-8000-00805f9b34fb,11265.000044385264,walk
1753036957.357363,0000fea1-0000-1000-8000-00805f9b34fb,11521.00004339901,walk
1753036957.941114,0000fea1-0000-1000-8000-00805f9b34fb,11777.000042455635,walk
1753036958.332517,0000fea1-0000-1000-8000-00805f9b34fb,12033.000041552397,walk
1753036959.306825,0000fea1-0000-1000-8000-00805f9b34fb,12289.000040686793,walk
1753036959.893153,0000fea1-0000-1000-8000-00805f9b34fb,12545.000039856517,walk
1753036960.866458,0000fea1-0000-1000-8000-00805f9b34fb,13057.000038293636,walk
1753036961.452704,0000fea1-0000-1000-8000-00805f9b34fb,13313.000037557274,walk
1753036961.842515,0000fea1-0000-1000-8000-00805f9b34fb,13825.000036166366,walk
1753036962.818828,0000fea1-0000-1000-8000-00805f9b34fb,14081.000035508841,walk
1753036963.403533,0000fea1-0000-1000-8000-00805f9b34fb,14337.0000348748,walk
1753036964.768506,0000fea1-0000-1000-8000-00805f9b34fb,14593.000034263003,walk
1753036965.353936,0000fea1-0000-1000-8000-00805f9b34fb,14849.0000336723,walk
1753036966.521638,0000fea1-0000-1000-8000-00805f9b34fb,15105.000033101622,walk
1753036966.9123,0000fea1-0000-1000-8000-00805f9b34fb,15361.000032549964,walk
1753036967.305338,0000fea1-0000-1000-8000-00805f9b34fb,15617.000032016393,walk
1753036967.88757,0000fea1-0000-1000-8000-00805f9b34fb,15873.00003150003,walk
1753036969.447455,0000fea1-0000-1000-8000-00805f9b34fb,16129.000031000061,walk
1753036969.837156,0000fea1-0000-1000-8000-00805f9b34fb,16385.000030515715,walk
1753036970.422513,0000fea1-0000-1000-8000-00805f9b34fb,16897.00002959105,walk
1753036970.812601,0000fea1-0000-1000-8000-00805f9b34fb,17153.00002914942,walk
1753036971.399006,0000fea1-0000-1000-8000-00805f9b34fb,17409.000028720777,walk
1753036972.37392,0000fea1-0000-1000-8000-00805f9b34fb,17665.000028304556,walk
1753036973.347511,0000fea1-0000-1000-8000-00805f9b34fb,17921.000027900227,walk
1753036973.932684,0000fea1-0000-1000-8000-00805f9b34fb,18177.00002750729,walk
1753036974.323498,0000fea1-0000-1000-8000-00805f9b34fb,18433.000027125265,walk
1753036974.907492,0000fea1-0000-1000-8000-00805f9b34fb,18689.000026753707,walk
1753036975.882018,0000fea1-0000-1000-8000-00805f9b34fb,18945.000026392187,walk
1753036976.271257,0000fea1-0000-1000-8000-00805f9b34fb,19201.00002604031,walk
1753036977.638403,0000fea1-0000-1000-8000-00805f9b34fb,19713.000025363974,walk
1753036977.833353,0000fea1-0000-1000-8000-00805f9b34fb,19969.00002503881,walk
1753036978.419071,0000fea1-0000-1000-8000-00805f9b34fb,20225.000024721878,walk
1753036979.393514,0000fea1-0000-1000-8000-00805f9b34fb,20481.00002441287,walk
1753036979.783479,0000fea1-0000-1000-8000-00805f9b34fb,20737.00002411149,walk
1753036980.367661,0000fea1-0000-1000-8000-00805f9b34fb,20993.00002381746,walk
1753036981.926594,0000fea1-0000-1000-8000-00805f9b34fb,21249.00002353052,walk
1753036982.319062,0000fea1-0000-1000-8000-00805f9b34fb,21505.000023250406,walk
1753036983.291232,0000fea1-0000-1000-8000-00805f9b34fb,21761.000022976885,walk
1753036983.878515,0000fea1-0000-1000-8000-00805f9b34fb,22017.000022709723,walk
1753036984.266732,0000fea1-0000-1000-8000-00805f9b34fb,22273.000022448705,walk
1753036984.852804,0000fea1-0000-1000-8000-00805f9b34fb,22529.000022193617,walk
1753036985.438646,0000fea1-0000-1000-8000-00805f9b34fb,22785.000021944263,walk
1753036985.829059,0000fea1-0000-1000-8000-00805f9b34fb,23041.000021700445,walk
1753036986.412273,0000fea1-0000-1000-8000-00805f9b34fb,23297.00002146199,walk
1753036987.388665,0000fea1-0000-1000-8000-00805f9b34fb,23553.00002122872,walk
1753036987.776582,0000fea1-0000-1000-8000-00805f9b34fb,23809.000021000462,walk
1753036988.555792,0000fea1-0000-1000-8000-00805f9b34fb,24065.00002077706,walk
1753036988.946615,0000fea1-0000-1000-8000-00805f9b34fb,24321.000020558364,walk
1753036989.923587,0000fea1-0000-1000-8000-00805f9b34fb,24577.000020344225,walk
1753036990.310822,0000fea1-0000-1000-8000-00805f9b34fb,24833.0000201345,walk
1753036991.09169,0000fea1-0000-1000-8000-00805f9b34fb,25089.00001992905,walk
1753036991.481724,0000fea1-0000-1000-8000-00805f9b34fb,25345.00001972776,walk
1753036991.871156,0000fea1-0000-1000-8000-00805f9b34fb,25601.000019530486,walk
1753036992.263273,0000fea1-0000-1000-8000-00805f9b34fb,25857.000019337123,walk
1753036992.847979,0000fea1-0000-1000-8000-00805f9b34fb,26113.000019147552,walk
1753036994.601058,0000fea1-0000-1000-8000-00805f9b34fb,26369.00001896166,walk
1753036994.796514,0000fea1-0000-1000-8000-00805f9b34fb,26625.00001877934,walk
1753036995.383279,0000fea1-0000-1000-8000-00805f9b34fb,27137.000018425028,walk
1753037034.773237,0000fea1-0000-1000-8000-00805f9b34fb,31489.000015878562,walk
1753037035.747172,0000fea1-0000-1000-8000-00805f9b34fb,31745.000015750513,walk
1753037036.334084,0000fea1-0000-1000-8000-00805f9b34fb,32001.00001562451,walk
1753037037.696521,0000fea1-0000-1000-8000-00805f9b34fb,32767.000015259255,walk
1753037038.867392,0000fea1-0000-1000-8000-00805f9b34fb,32255.00001550147,walk
1753037039.259114,0000fea1-0000-1000-8000-00805f9b34fb,31999.00001562549,walk
1753037040.230786,0000fea1-0000-1000-8000-00805f9b34fb,31743.000015751506,walk
1753037040.816424,0000fea1-0000-1000-8000-00805f9b34fb,31487.00001587957,walk
1753037042.377953,0000fea1-0000-1000-8000-00805f9b34fb,31231.000016009733,walk
1753037043.350593,0000fea1-0000-1000-8000-00805f9b34fb,30975.00001614205,walk
1753037043.744226,0000fea1-0000-1000-8000-00805f9b34fb,30463.000016413353,walk
1753037044.715896,0000fea1-0000-1000-8000-00805f9b34fb,30207.000016552454,walk
1753037045.304435,0000fea1-0000-1000-8000-00805f9b34fb,29951.00001669393,walk
1753037046.278615,0000fea1-0000-1000-8000-00805f9b34fb,29695.00001683785,walk
1753037047.251131,0000fea1-0000-1000-8000-00805f9b34fb,29439.00001698427,walk
1753037048.812108,0000fea1-0000-1000-8000-00805f9b34fb,29183.00001713326,walk
1753037049.202642,0000fea1-0000-1000-8000-00805f9b34fb,28927.00001728489,walk
1753037049.787537,0000fea1-0000-1000-8000-00805f9b34fb,28671.000017439223,walk
1753037129.660721,0000fea1-0000-1000-8000-00805f9b34fb,28159.000017756312,run
1753037129.661721,0000fea1-0000-1000-8000-00805f9b34fb,27903.00001791922,run
1753037129.66272,0000fea1-0000-1000-8000-00805f9b34fb,27391.00001825417,run
1753037129.663721,0000fea1-0000-1000-8000-00805f9b34fb,27135.000018426388,run
1753037129.663721,0000fea1-0000-1000-8000-00805f9b34fb,26879.000018601884,run
1753037129.664721,0000fea1-0000-1000-8000-00805f9b34fb,26623.000018780753,run
1753037129.66572,0000fea1-0000-1000-8000-00805f9b34fb,26111.000019149018,run
1753037129.66572,0000fea1-0000-1000-8000-00805f9b34fb,25855.00001933862,run
1753037129.666719,0000fea1-0000-1000-8000-00805f9b34fb,25343.000019729312,run
1753037129.667721,0000fea1-0000-1000-8000-00805f9b34fb,25087.00001993064,run
1753037129.668721,0000fea1-0000-1000-8000-00805f9b34fb,24831.00002013612,run
1753037129.668721,0000fea1-0000-1000-8000-00805f9b34fb,24575.00002034588,run
1753037129.669719,0000fea1-0000-1000-8000-00805f9b34fb,24319.000020560055,run
1753037129.670721,0000fea1-0000-1000-8000-00805f9b34fb,24063.00002077879,run
1753037129.670721,0000fea1-0000-1000-8000-00805f9b34fb,23807.000021002226,run
1753037129.671718,0000fea1-0000-1000-8000-00805f9b34fb,23551.00002123052,run
1753037129.671718,0000fea1-0000-1000-8000-00805f9b34fb,19199.000026043024,run
1753037129.672719,0000fea1-0000-1000-8000-00805f9b34fb,18687.00002675657,run
1753037129.672719,0000fea1-0000-1000-8000-00805f9b34fb,18431.000027128208,run
1753037129.672719,0000fea1-0000-1000-8000-00805f9b34fb,18175.000027510316,run
1753037129.673717,0000fea1-0000-1000-8000-00805f9b34fb,17919.00002790334,run
1753037129.673717,0000fea1-0000-1000-8000-00805f9b34fb,17663.00002830776,run
1753037129.674718,0000fea1-0000-1000-8000-00805f9b34fb,17407.000028724076,run
1753037129.674718,0000fea1-0000-1000-8000-00805f9b34fb,17151.00002915282,run
1753037129.674718,0000fea1-0000-1000-8000-00805f9b34fb,16895.000029594554,run
1753037141.630728,0000fea1-0000-1000-8000-00805f9b34fb,12543.00003986287,run
1753037142.216933,0000fea1-0000-1000-8000-00805f9b34fb,12287.000040693416,run
1753037143.193212,0000fea1-0000-1000-8000-00805f9b34fb,12031.000041559306,run
1753037143.77848,0000fea1-0000-1000-8000-00805f9b34fb,11775.000042462845,run
1753037144.751495,0000fea1-0000-1000-8000-00805f9b34fb,11263.000044393146,run
1753037145.726719,0000fea1-0000-1000-8000-00805f9b34fb,10751.0000465073,run
1753037146.896464,0000fea1-0000-1000-8000-00805f9b34fb,10239.000048832893,run
1753037147.675569,0000fea1-0000-1000-8000-00805f9b34fb,9983.000050085144,run
1753037148.262429,0000fea1-0000-1000-8000-00805f9b34fb,9471.000052792735,run
1753037149.236526,0000fea1-0000-1000-8000-00805f9b34fb,8959.0000558098,run
1753037150.406213,0000fea1-0000-1000-8000-00805f9b34fb,8447.000059192613,run
